406272;CONJUNTO PARA PAPANICOLAU, TIPO:COMPOSIÇÃO BÁSICA:, COMPOSIÇÃO BÁSICA:1 ESPÉCULO;2.9500;2.8300;
273940;PAROXETINA CLORIDRATO, DOSAGEM:20 MG;0.2300;0.4923;
272366;TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:50 MG;0.7500;0.7971;
284435;BETAXOLOL CLORIDRATO, CONCENTRAÇÃO:0,5%, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA;14.0000;16.8133;
270917;PARACETAMOL, APRESENTAÇÃO:ASSOCIADO COM DICLOFENACO, CARISOPRODOL E CAFEÍNA, DOS;0.1500;0.5154;
272589;DIVALPROATO DE SÓDIO, DOSAGEM:500 MG;0.9878;2.6357;
267642;COLCHICINA, DOSAGEM:0,5 MG;0.2550;0.3335;
278338;ÁCIDO TRANEXÂMICO, DOSAGEM:250 MG;1.3682;1.9616;
271110;CIPROTERONA ACETATO, APRESENTAÇÃO:ASSOCIADA À ETINILESTRADIOL, DOSAGEM:2MG + 0,0;0.2200;0.9407;
460986;BUPROPIONA CLORIDRATO, CONCENTRAÇÃO:150 MG, CARACTERÍSTICAS ADICIONAIS:LIBERAÇÃO;0.4200;1.6541;
267140;AZITROMICINA, DOSAGEM:500 MG;0.9000;1.8177;
274497;CLORTALIDONA, DOSAGEM:25 MG;0.1975;0.2572;
270965;ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG, TIPO USO:TAMPONADO;0.4777;0.6515;
272850;TOPIRAMATO, DOSAGEM:50 MG;0.2100;0.4059;
276948;TRAZODONA CLORIDRATO, DOSAGEM:50 MG;0.3780;1.5213;
352301;INDAPAMIDA, CONCENTRAÇÃO:1,5 MG;0.1890;0.2662;
272839;RISPERIDONA, DOSAGEM:1 MG;0.1100;0.2308;
330115;GANCICLOVIR SÓDICO, DOSAGEM:500 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;36.3200;44.5605;
268110;HIDROXIURÉIA, DOSAGEM:500 MG;1.4500;1.5088;
272023;TAMOXIFENO CITRATO, DOSAGEM:20 MG;0.7155;5.0855;
433690;ENZALUTAMIDA, CONCENTRAÇÃO:40 MG;78.8600;392.0627;
267205;DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL (GOTAS);1.1500;1.3364;
